"molregno","gene_id","tool_score","strength","selectivity","investigation_bias","wilcox_pval","IC50_diff","ontarget_IC50_Q1","offtarget_IC50_Q1","ontarget_IC50_N","offtarget_IC50_N","N_total"
511261,1019,6.47936109503207,8,0.809920136879009,0.00849256900212314,1.41202628068621e-08,2.74472749489669,18,10000,4,467,471
511261,1017,5.91120850476663,8,0.738901063095829,0.00636942675159236,5.32852627798586e-07,2.4145392704915,38.5,10000,3,468,471
1323390,3717,5.63299458266261,8,0.704124322832826,0.0153846153846154,0.0075095083610294,2.9583950526831,1.3855,1258.93,2,128,130
1823688,1901,5.06758216191563,8,0.633447770239454,0.2,0.00259430377615778,2.78383409771401,16.45,10000,2,8,10
436056,3065,5.06590312641982,8,0.633237890802478,0.2,0.0133854698159231,2.92446774103637,48,40337.5,2,8,10
69266,3932,6.0537157603003,8,0.756714470037537,0.166666666666667,3.00406529173841e-05,3.40597210385603,1.5,3820,7,35,42
351768,6768,5.41481825843964,8,0.676852282304955,0.2,0.0233650744859885,3.36538397471631,1.8,4175,2,8,10
1148,771,5.67383301699748,8,0.709229127124685,0.0347826086956522,0.000213593721309086,2.75332766665861,0.3,170,4,111,115
388445,1326,5.8733356306782,8,0.734166953834775,0.08,0.0110191185551865,3.45593195564972,14,40000,2,23,25
1293875,4067,5.24845783136135,8,0.656057228920169,0.00769230769230769,0.00728840734043147,2.50011851072766,3.98,1258.93,2,258,260
522730,2322,5.60656510923867,8,0.700820638654834,0.0202429149797571,1.00550726908779e-07,1.96859153574838,1.1825,110,10,484,494
619017,673,6.47003862164078,8,0.808754827705097,0.0740740740740741,2.91086304306233e-07,3.19382002601611,32,50000,2,25,27
116377,673,5.0534397854227,8,0.631679973177838,0.111111111111111,0.0287474790093502,2.71017304504104,6.7275,3451.65,2,16,18
698457,4233,8.93613022225706,8,1.11701627778213,0.0110132158590308,1e-15,4.08618614761628,0.82,10000,5,449,454
192589,3897,5.16289802181869,8,0.645362252727337,0.025974025974026,0.00132609717877474,2.31069742269049,7.75,1584.89,4,150,154
192589,7412,5.16289802181869,8,0.645362252727337,0.025974025974026,0.00132609717877474,2.31069742269049,7.75,1584.89,4,150,154
192589,6401,5.40136757884116,8,0.675170947355145,0.0194805194805195,0.0020644066346808,2.59793913386883,4,1584.89,3,151,154
192589,3383,5.62514132820946,8,0.703142666026182,0.025974025974026,0.000383141320404856,2.72287787047713,3,1584.89,4,150,154
424611,3791,5.3406019568387,8,0.667575244604838,0.0232558139534884,0.000363710929919379,2.39009591376095,5.1275,1258.93,4,168,172
1322310,4233,5.75686985959548,8,0.719608732449435,0.0581395348837209,7.79889154126081e-05,2.82930377283102,4,2700,5,81,86
74566,151,5.06544744812005,8,0.633180931015006,0.0769230769230769,0.016009150655058,2.57027126822311,3.2025,1190.585,2,24,26
74566,150,5.14102604665475,8,0.642628255831844,0.0769230769230769,0.0120936771157874,2.63093520713009,2.785,1190.585,2,24,26
388492,1326,5.72358505837494,8,0.715448132296868,0.111111111111111,0.0083767274446291,3.35698140099313,18,40950,2,16,18
568342,5293,6.30746041431964,8,0.788432551789955,0.00357568533969011,9.04580584049648e-07,2.89790947448816,12.65,10000,3,836,839
568342,5290,8.6529036510685,8,1.08161295638356,0.0297973778307509,1e-15,3.82390874094432,1.5,10000,25,814,839
568342,5294,6.08687847705667,8,0.760859809632084,0.00357568533969011,1.24904134048411e-06,2.67778070526608,21,10000,3,836,839
568342,5287,5.96322434933316,8,0.745403043666645,0.00238379022646007,4.90304639999556e-05,2.85387196432176,14,10000,2,837,839
568342,5591,6.39863914072594,8,0.799829892590743,0.00238379022646007,2.99949372926673e-05,3.30102999566398,5,10000,2,837,839
568342,5291,6.66807716324246,8,0.833509645405308,0.00357568533969011,6.26126040713848e-07,3.27164621797877,5.35,10000,3,836,839
568342,2475,6.48340798431423,8,0.810425998039279,0.00476758045292014,1.88525839945863e-08,2.76321090059071,17.25,10000,4,835,839
1248757,25,5.77058611688446,8,0.721323264610558,0.0333333333333333,2.80468048791045e-11,1.48148606012211,330,10000,15,435,450
1248757,3815,8.00142253037717,8,1.00017781629715,0.0177777777777778,1.45509984113941e-10,4.08751223866768,0.8175,10000,8,442,450
60597,3932,5.19833249155188,8,0.649791561443986,0.0297029702970297,0.00260317970345665,2.42033379378432,2.397,630.96,3,98,101
319806,1019,5.20186211286652,8,0.650232764108315,0.0566037735849057,0.00255693671105555,2.50345019344201,2,637.5,3,50,53
1178704,2261,6.28342440143336,8,0.78542805017917,0.03,0.000895770778463808,3.54929182979847,0.85,3011,3,97,100
1178704,2260,5.95122503782402,8,0.743903129728002,0.02,0.00731873348899685,3.32801535408257,1.4,2979.5,2,98,100
1178704,2312,5.95122503782402,8,0.743903129728002,0.02,0.00731873348899685,3.32801535408257,1.4,2979.5,2,98,100
1178704,2263,5.90902344501109,8,0.738627930626386,0.02,0.00759978978812855,3.28381169159051,1.55,2979.5,2,98,100
1102616,2322,6.25410175515116,8,0.781762719393895,0.0154639175257732,2.84368933894577e-09,2.37303265708448,1.525,360,12,764,776
1102616,3815,6.68665678241132,8,0.835832097801415,0.0180412371134021,2.2940277420044e-09,2.84873232466935,0.51,360,14,762,776
1102616,5156,5.24789819137701,8,0.655987273922126,0.00257731958762887,0.00780448120569813,2.49008623188403,1.1,340,2,774,776
1102616,5159,5.78004249478698,8,0.722505311848372,0.00257731958762887,0.00622308551226883,3.0690809191433,0.29,340,2,774,776
568338,2322,5.69284630104736,8,0.71160578763092,0.0153452685421995,2.0963384639005e-12,1.11478017488489,767.75,10000,12,770,782
568338,5979,6.25455582177869,8,0.781819477722337,0.010230179028133,2.13212260712618e-07,2.73282827159699,18.5,10000,8,774,782
568338,3815,8.33607985425361,8,1.0420099817817,0.0179028132992327,1e-15,3.43179827593301,3.7,10000,14,768,782
568338,5156,6.02352697218849,8,0.752940871523561,0.00255754475703325,0.000120032156879366,3,10,10000,2,780,782
568338,2444,5.0777046616691,8,0.634713082708637,0.00255754475703325,0.000263859134632959,2.00436480540245,99,10000,2,780,782
568338,3791,7.03014860672177,8,0.878768575840221,0.0051150895140665,9.84195717297271e-08,3.52287874528034,3,10000,4,778,782
568338,2321,6.45058124601736,8,0.80632265575217,0.00383631713554987,2.70673372441945e-06,3.15490195998574,7,10000,3,779,782
568338,2324,6.40339753729651,8,0.800424692162064,0.00383631713554987,2.81187371439436e-06,3.10513034325475,7.85,10000,3,779,782
568338,1436,6.26832201142151,8,0.783540251427689,0.00255754475703325,9.1492475703178e-05,3.2518119729938,5.6,10000,2,780,782
568338,5159,6.0718706178298,8,0.758983827228724,0.00255754475703325,0.000102838951884916,3.04095860767891,9.1,10000,2,780,782
1153572,3717,8.24409180216525,8,1.03051147527066,0.0392156862745098,8.88115634915388e-14,3.78194423940078,0.285,1725,20,490,510
1153572,7297,7.38181377638032,8,0.92272672204754,0.0294117647058824,2.43771545697173e-10,3.47017239476433,0.525,1550,15,495,510
1153572,3716,7.49814918374745,8,0.937268647968431,0.0392156862745098,1.51341044995248e-12,3.18905623622005,1.1,1700,20,490,510
1153572,3718,6.17722908448948,8,0.772153635561185,0.0215686274509804,1.59908605923375e-07,2.6548629698301,3.21,1450,11,499,510
165012,2321,7.09673376524593,8,0.887091720655742,0.0151209677419355,1e-15,2.02918838912748,93.5,10000,15,977,992
165012,3791,7.56563038655676,8,0.945703798319594,0.030241935483871,1e-15,2.60205999132796,25,10000,30,962,992
165012,3815,6.30010942628382,8,0.787513678285478,0.0171370967741935,1.42096512355298e-07,2.76955107862173,17,10000,17,975,992
165012,5156,5.14261513795728,8,0.64282689224466,0.0030241935483871,0.000130638378296159,2.01772876696043,96,10000,3,989,992
165012,5159,6.08892673705296,8,0.76111584213162,0.00504032258064516,4.83595467751433e-07,2.60205999132796,25,10000,5,987,992
165012,1436,5.61217022399429,8,0.701521277999287,0.0030241935483871,7.84561184292022e-05,2.5016894462104,31.5,10000,3,989,992
349538,5601,5.57159383262674,8,0.696449229078343,0.0134529147982063,0.00213973918534191,2.77447397410881,3.99,2373.815,3,220,223
349538,5599,6.09463069662893,8,0.761828837078616,0.0224215246636771,7.34394687438112e-05,3.09691001300806,2,2500,5,218,223
62817,150,5.06052795522339,8,0.632565994402924,0.103448275862069,0.0134697171751427,2.62931047259224,2.7,1149.9375,3,26,29
62817,151,5.04648174922213,8,0.630810218652766,0.0689655172413793,0.0249084379369849,2.56345781816439,2.55,933.25,2,27,29
62817,152,5.04635814449367,8,0.630794768061709,0.103448275862069,0.0161831724574922,2.62931047259224,2.7,1149.9375,3,26,29
326884,1513,5.63191879131133,8,0.703989848913916,0.166666666666667,0.0204518503687341,3.49805516155531,0.3375,1062.5,2,10,12
387585,3291,5.38103417595859,8,0.672629271994824,0.125,0.0159107190888557,3.06900140958059,1.205,1412.5,2,14,16
419596,775,6.65055537182368,8,0.831319421477959,0.0526315789473684,0.0101033588132756,4.24066268552548,0.55,9572.5,2,36,38
1308234,8317,5.33928368105388,8,0.667410460131734,0.00675675675675676,0.00744799376088771,2.60137227228971,0.158,63.1,2,294,296
7289,6768,6.45117642490398,8,0.806397053112998,0.0588235294117647,0.0102784114061568,4.03642926562667,0.02,217.5,2,32,34
7289,3249,5.12875966717056,8,0.64109495839632,0.0588235294117647,0.0215919014548356,2.61318339168987,0.53,217.5,2,32,34
37812,4318,5.482839239079,8,0.685354904884875,0.0317460317460317,0.00854243884437051,2.84974861487236,12.805,9060,2,61,63
140748,3685,5.75455870385851,8,0.719319837982314,0.2,0.0672884292455199,3.83946661992529,0.4125,2850.3,2,8,10
296935,2159,5.00027401694339,8,0.625034252117923,0.19047619047619,0.00106320192484107,2.60205999132796,0.15,60,4,17,21
493537,4321,5.12926673433287,8,0.641158341791609,0.2,0.00562273317507832,2.92041457106429,0.215,179,3,12,15
562047,8654,6.83953738924482,8,0.854942173655603,0.111111111111111,0.00138227768531441,4.45593195564972,0.07,2000,2,16,18
603518,1017,5.84226844610678,8,0.730283555763347,0.0363636363636364,0.00409623966337271,3.20411998265593,6.25,10000,2,53,55
1360818,10846,5.41685097877398,8,0.677106372346747,0.125,0.011699567901928,3.08259131558494,1.48,1790,2,14,16
88797,4921,5.31550604444439,8,0.664438255555549,0.00269541778975741,0.00151143685398917,2.42390855488774,15,3981.07,3,1110,1113
88797,7086,5.31550604444439,8,0.664438255555549,0.00269541778975741,0.00151143685398917,2.42390855488774,15,3981.07,3,1110,1113
88797,25,7.29308084507541,8,0.911635105634427,0.0700808625336927,1e-15,2.41495853831092,24.25,6304.785,78,1035,1113
88797,5159,5.81039613993463,8,0.726299517491829,0.00898472596585804,3.60185195198798e-08,2.07495500690657,33.5,3981.07,10,1103,1113
88797,613,6.39275509128684,8,0.799094386410855,0.0143755615453729,1.98769949438618e-11,2.09464630778323,32.015,3981.07,16,1097,1113
88797,3815,7.22655129868282,8,0.903318912335353,0.0269541778975741,1e-15,2.21073274471089,27.7,4500,30,1083,1113
88797,780,6.24798650324775,8,0.780998312905968,0.00359389038634322,0.0376423243974617,3.75490177392916,0.7,3981.07,4,1109,1113
88797,5156,5.99330085988464,8,0.749162607485579,0.00988319856244385,4.81532146343262e-09,2.10863812010915,31,3981.07,11,1102,1113
88797,27,5.93311554255338,8,0.741639442819173,0.00539083557951483,3.51044044161356e-06,2.59999981394342,10,3981.07,6,1107,1113
88797,1436,5.37089630950093,8,0.671362038687616,0.00359389038634322,0.000382432124487791,2.36955089256515,17,3981.07,4,1109,1113
88797,3932,5.23515236079409,8,0.654394045099261,0.00628930817610063,8.31910368435595e-06,1.89242963784548,51,3981.07,7,1106,1113
201554,2147,5.333164569421,8,0.666645571177625,0.2,0.0233650744859885,3.27352357457035,1.385,2600,2,8,10
1117757,1432,6.15656927067915,8,0.769571158834894,0.111111111111111,5.32835851369213e-08,2.80479245049725,15.675,10000,4,32,36
692472,1432,5.46859291889984,8,0.68357411486248,0.0129032258064516,0.00849929102851968,2.77675325125999,2.65,1584.89,2,153,155
276734,3791,7.3246882609699,8,0.915586032621237,0.025065963060686,1e-15,2.31547218277319,9.65,1995.26,38,1478,1516
276734,2322,7.27108715822024,8,0.90888589477753,0.0191292875989446,1e-15,2.2373609157946,11,1900,29,1487,1516
276734,5979,6.0493848316014,8,0.756173103950175,0.00659630606860158,2.71264293293231e-08,2.31202537996544,7.8,1600,10,1506,1516
276734,5159,5.34368092375068,8,0.667960115468834,0.00659630606860158,1.05303184700205e-07,1.63591825858893,37,1600,10,1506,1516
276734,5894,7.42991876310555,8,0.928739845388193,0.0145118733509235,2.36938225113952e-15,2.47712125471966,6,1800,22,1494,1516
276734,2321,5.01043014684362,8,0.626303768355452,0.00461741424802111,2.04578812981588e-05,1.71275828882165,31,1600,7,1509,1516
276734,3815,6.40003683958339,8,0.800004604947924,0.0145118733509235,2.64047786192729e-12,1.92791357071698,21.25,1800,22,1494,1516
276734,4921,5.77242953722022,8,0.721553692152528,0.00461741424802111,2.41937325256456e-06,2.38457604711406,6.6,1600,7,1509,1516
276734,7086,5.77242953722022,8,0.721553692152528,0.00461741424802111,2.41937325256456e-06,2.38457604711406,6.6,1600,7,1509,1516
276734,780,6.07586544913597,8,0.759483181141996,0.00263852242744063,8.39117213457753e-05,3.02802872360024,1.5,1600,4,1512,1516
276734,673,6.74993855528123,8,0.843742319410154,0.0171503957783641,2.8575529761311e-14,1.93633092013062,22,1900,26,1490,1516
276734,147746,5.64154437343424,8,0.705193046679281,0.00197889182058048,0.000744086048750875,2.72699872793626,3,1600,3,1513,1516
276734,2324,5.41883612972045,8,0.677354516215056,0.00527704485488127,2.75353814703903e-06,2,16,1600,8,1508,1516
405137,1111,5.51463385083902,8,0.689329231354877,0.117647058823529,0.0151231540317434,3.19283273377231,1.145,1785,2,15,17
1117805,5347,7.37292004266802,8,0.921615005333502,0.0289855072463768,2.1459992247521e-09,3.64781748188864,2.25,10000,2,67,69
420204,4314,5.34729624759097,8,0.668412030948871,0.2,0.0233650744859885,3.28942171251156,1,1947.25,2,8,10
127757,10280,5.88413506056851,8,0.735516882571064,0.125,9.71347494487085e-05,3.19212686799667,6.425,10000,2,14,16
489525,3791,6.3346480106282,8,0.791831001328525,0.0103567318757192,4.97516068603649e-09,2.49691062998444,8,2511.89,9,860,869
489525,5159,6.16592513808107,8,0.770740642260134,0.0046029919447641,5.39729659337883e-05,3.09691001300806,2,2500,4,865,869
489525,1436,5.59736009890408,8,0.69967001236301,0.0046029919447641,8.85868280164145e-05,2.5003129173816,7.9,2500,4,865,869
489525,3815,7.58397305574134,8,0.947996631967668,0.0184119677790564,6.7326334881458e-14,2.95284258563416,2.8,2511.89,16,853,869
489525,5156,5.73666752080789,8,0.717083440100987,0.0046029919447641,0.000158825400631676,2.70774392864352,4.9,2500,4,865,869
489525,2321,5.4273218763083,8,0.678415234538538,0.0046029919447641,6.6412961745239e-05,2.2839966563652,13,2500,4,865,869
1759064,3791,5.11419393182006,8,0.639274241477507,0.125,0.0109677090453565,2.73649135746582,1.05,572.375,2,14,16
333347,2159,5.20716165756287,8,0.650895207195359,0.166666666666667,0.0204518503687341,3.02020338608829,10.5,11000,2,10,12
612900,2932,5.23083998720715,8,0.653854998400894,0.0540540540540541,0.00962138771226145,2.64350469091608,0.18975,83.5,2,35,37
470511,5290,8.57136934688128,8,1.07142116836016,0.0422535211267606,1e-15,3.76955107862173,1.7,10000,21,476,497
470511,5294,6.23761889249365,8,0.779702361561707,0.0160965794768612,2.16112691986582e-09,2.33254704711005,46.5,10000,8,489,497
470511,5291,6.14943882558586,8,0.768679853198232,0.0100603621730382,1.27719310877152e-06,2.76955107862173,17,10000,5,492,497
470511,5293,7.7145791750965,8,0.964322396887062,0.0181086519114688,8.87679290245187e-12,3.52287874528034,3,10000,9,488,497
470511,207,5.07591516583788,8,0.634489395729735,0.00603621730382294,0.018500925275189,2.38195190328791,41.5,10000,3,494,497
510783,673,9.64719076864545,8,1.20589884608068,0.010989010989011,1e-15,4.88605664769316,0.13,10000,5,450,455
510783,5894,7.45104485654798,8,0.931380607068498,0.0043956043956044,2.86998406178668e-09,3.68718817378791,2.055,10000,2,453,455
353635,5599,5.64908244669599,8,0.706135305836998,0.0166666666666667,0.000315634912332345,2.7050547594219,3.935,1995.26,4,236,240
1799495,6754,5.03092616091257,8,0.628865770114071,0.2,0.0233650744859885,2.93350536499836,0.84,720.75,2,8,10
420179,4314,5.25316568207708,8,0.656645710259635,0.181818181818182,0.0213500574997278,3.12114574759116,23,30400,2,9,11
428400,1432,5.81214325320178,8,0.726517906650222,0.0124223602484472,0.00775739845258894,3.15387146043875,1.4,1995.26,2,159,161
353511,5602,5.05072704063973,8,0.631340880079966,0.0136054421768707,0.0083059126932514,2.30676171960151,9.8455,1995.26,2,145,147
508707,2064,6.96077154417119,8,0.870096443021399,0.00611620795107034,1.88834544476845e-11,2.70443290003752,19.75,10000,2,325,327
508707,1956,7.40820054489442,8,0.926025068111803,0.0305810397553517,1e-15,2.42596873227228,37.5,10000,10,317,327
21523,10800,6.73024170697569,8,0.841280213371962,0.0588235294117647,0.000112998851988967,3.95860731484178,1.1,10000,3,48,51
21523,57105,6.60393067516199,8,0.825491334395248,0.0588235294117647,0.000464566414160134,3.93930215964639,1.15,10000,3,48,51
239841,10013,5.01378369827808,8,0.62672296228476,0.15625,0.00034006092773405,2.41556800762313,4,1041.425,10,54,64
300825,2932,6.24926994952984,8,0.78115874369123,0.029126213592233,0.00168507837222222,3.56313135490062,1.3,4754.17,3,100,103
1948402,6753,5.90468458651406,8,0.738085573314257,0.111111111111111,0.0140956333622661,3.6059204121412,1.4,5650,2,16,18
1948508,4914,5.83768728058844,8,0.729710910073555,0.0882352941176471,0.00444752927078674,3.36172783601759,1,2300,3,31,34
378650,9261,5.07561617422005,8,0.634452021777506,0.0258064516129032,0.000478444431962742,2.12345385177991,8.5,1129.465,4,151,155
408986,2147,5.40391317173508,8,0.675489146466885,0.181818181818182,0.00527035272913062,3.16922480010276,17,25100,2,9,11
408987,2147,5.46746391027608,8,0.68343298878451,0.181818181818182,0.032529802642844,3.39880773020326,2,5010,2,9,11
438153,3791,5.57154684437787,8,0.696443355547234,0.0233644859813084,0.000265450379804656,2.62288032808169,3,1258.93,5,209,214
438153,1436,5.74725329669162,8,0.718406662086453,0.00934579439252336,0.0107527909911905,3.10000158280135,1,1258.93,2,212,214
438153,3815,6.2208353202084,8,0.77760441502605,0.00934579439252336,0.00739923650105692,3.60031450018295,0.316,1258.93,2,212,214
438153,2322,6.12200386790379,8,0.765250483487974,0.00934579439252336,0.00839718808348769,3.50011851072766,0.398,1258.93,2,212,214
438153,2324,5.84577312620815,8,0.730721640776019,0.00934579439252336,0.00951140448610891,3.20018108037426,0.794,1258.93,2,212,214
438153,2321,5.47034763289921,8,0.683793454112401,0.00934579439252336,0.0121329270041285,2.79897158713737,2,1258.93,2,212,214
552277,2159,5.1092861102677,8,0.638660763783462,0.121212121212121,0.00307805723690922,2.60923857595509,0.15,61,4,29,33
1574205,3791,5.82548824154911,8,0.728186030193639,0.130434782608696,0.00146734928757351,3.37828532067557,1.13,2700,3,20,23
349994,5599,5.58587476025995,8,0.698234345032494,0.0127118644067797,0.00149501948585504,2.7571740691578,3.49,1995.26,3,233,236
306655,7046,6.0156799129603,8,0.751959989120037,0.2,0.000148627935816053,3.60205999132796,4,16000,3,12,15
549990,1803,5.38338144698164,8,0.672922680872705,0.125,0.011023385491052,3.03976712687149,9.125,10000,2,14,16
578848,1510,6.24848330276539,8,0.781060412845673,0.0606060606060606,0.0083674013261067,3.79588001734407,0.8,5000,4,62,66
1176030,11255,5.85100570446638,8,0.731375713058298,0.153846153846154,0.0179236559683703,3.69460519893357,2,9900,2,11,13
256553,2159,5.21491241526773,8,0.651864051908466,0.2,0.0130918438242748,3.09017663034909,0.013,16,2,8,10
688344,2159,5.96984593505006,8,0.746230741881257,0.181818181818182,0.0101582914688423,3.86289535633667,4.525,33000,2,9,11
96693,1814,5.49861434688791,8,0.687326793360989,0.138888888888889,0.000187768807264574,2.85733249643127,0.5,360,5,31,36
458469,6532,5.67264392041222,8,0.709080490051527,0.2,0.00137430868379435,3.40934126859678,2,5133,4,16,20
355312,2321,5.13503726309009,8,0.641879657886261,0.0140845070422535,0.00925786614882189,2.41247262158672,4.87,1258.93,2,140,142
1344120,2847,5.93037393492978,8,0.741296741866222,0.125,0.00240458615611044,3.52287874528034,0.6,2000,2,14,16
1603529,5894,6.48042146172275,8,0.810052682715344,0.0714285714285714,0.000285496503058501,3.79588001734407,8,50000,2,26,28
428115,2322,5.06299723168611,8,0.632874653960764,0.0145985401459854,0.00857112467684843,2.32627506857687,1.685,357.17,2,135,137
1157523,5347,5.50322548731042,8,0.687903185913802,0.2,0.00798752046029404,3.37161106994969,4.25,10000,2,8,10
201141,2147,5.24583206128961,8,0.655729007661202,0.2,0.0243990464468482,3.17903563970246,9.8,14800,2,8,10
1180204,3065,5.37869459933562,8,0.672336824916952,0.181818181818182,0.0199145939123468,3.2563202606945,0.46,830,2,9,11
44920,8654,5.84977173844103,8,0.731221467305128,0.102564102564103,1.0105062209859e-06,2.68959331174035,2.575,1260,8,70,78
1037736,1956,5.46053835190316,8,0.682567293987895,0.0512820512820513,0.0064738630471309,2.85918450129286,6.5,4700,2,37,39
1037736,2064,5.402527366098,8,0.67531592076225,0.0769230769230769,0.000964090147852602,2.70543604658525,10,5075,3,36,39
32299,8654,5.05596347342348,8,0.631995434177934,0.166666666666667,0.0180122876150459,2.83907268220862,4.925,3400,2,10,12
193962,5600,6.41589105665218,8,0.801986382081523,0.00625651720542232,5.5194818351014e-09,2.58502665202918,26,10000,6,953,959
193962,1432,8.29088882230491,8,1.03636110278811,0.0198123044838373,1e-15,3.38668683854454,4.105,10000,19,940,959
193962,5603,5.89668782539702,8,0.737085978174627,0.00417101147028154,0.00216826412486794,3.11350927482752,7.7,10000,4,955,959
495440,8317,5.33337266174248,8,0.66667158271781,0.166666666666667,0.000851259587260922,2.88605664769316,6.5,5000,2,10,12
1560522,1111,5.89012443925395,8,0.736265554906744,0.136363636363636,0.00276442273563172,3.52380179447352,2.35,7850,3,19,22
388509,1326,5.49129514865514,8,0.686411893581892,0.0952380952380952,0.0111796665924429,3.07310709833543,30,35500,2,19,21
1037712,5604,7.16316135442093,8,0.895395169302617,0.00443458980044346,1e-15,2.07186029312488,84.75,10000,2,449,451
307797,3791,5.01776752810465,8,0.627220941013081,0.0143884892086331,0.00813235172080528,2.27019716742895,8.5075,1584.89,2,137,139
604615,1956,8.52637649501748,8,1.06579706187719,0.0567901234567901,1.75702434276432e-15,3.8114994829625,0.355,2300,23,382,405
604615,11183,5.24366301251412,8,0.655457876564265,0.00493827160493827,0.00691526892650964,2.48189751868619,5.275,1600,2,403,405
604615,2580,5.49528601839779,8,0.686910752299724,0.00740740740740741,0.00120875776876375,2.62088684858745,3.95,1650,3,402,405
2246,1815,6.12932789956598,8,0.766165987445747,0.153846153846154,1.11556782350314e-05,3.36653154442041,0.43,1000,8,44,52
421450,1232,5.25822107612324,8,0.657277634515404,0.125,0.0150353178096507,2.92592123312886,1.1,927.5,2,14,16
456867,5979,5.15886563893529,8,0.644858204866912,0.00814332247557003,0.00963656172388815,2.42493823272528,7.5,1995.26,5,609,614
456867,25,5.71335903868269,8,0.714169879835336,0.0260586319218241,5.49863199604135e-10,1.65375574525618,55.75,2511.89,16,598,614
456867,3815,7.17682622414931,8,0.897103278018664,0.0146579804560261,3.13205488873121e-07,3.81706931641401,0.32,2100,9,605,614
456867,5156,5.60164571620785,8,0.700205714525981,0.00325732899022801,0.00501512275149112,2.85167973118349,2.8075,1995.26,2,612,614
456867,3791,6.12778626897017,8,0.765973283621271,0.00488599348534202,0.000711153447931455,3.27881019704705,1.05,1995.26,3,611,614
456867,2321,5.72913741653353,8,0.716142177066691,0.00488599348534202,0.000814516950523443,2.84211759938299,2.87,1995.26,3,611,614
456867,2324,5.63538071412866,8,0.704422589266082,0.00488599348534202,0.000824568498285387,2.73770663166051,3.65,1995.26,3,611,614
456867,5159,5.44445601677525,8,0.680557002096906,0.00325732899022801,0.00511132905652742,2.67649177400548,4.2025,1995.26,2,612,614
1321222,8317,5.04392497902616,8,0.63049062237827,0.0155038759689922,0.0078736340188221,2.30016227413275,0.501,100,2,127,129
1096,766,5.10900515199666,8,0.638625643999583,0.0379008746355685,4.93551982231014e-10,1,0.8,8,13,330,343
343041,3791,6.72111311230264,8,0.84013913903783,0.0127931769722814,1.02835022009822e-10,2.60205999132796,25,10000,6,463,469
343041,3815,5.96414995682959,8,0.745518744603698,0.0170575692963753,5.9469427362881e-07,2.51570016065321,30.5,10000,8,461,469
343041,2321,5.71004783740126,8,0.713755979675157,0.00639658848614072,1.16062485165458e-05,2.45593195564972,35,10000,3,466,469
343041,2260,6.0417631483207,8,0.755220393540088,0.00852878464818763,4.48084957138114e-07,2.55284196865778,28,10000,4,465,469
343041,2312,6.0417631483207,8,0.755220393540088,0.00852878464818763,4.48084957138114e-07,2.55284196865778,28,10000,4,465,469
438203,3791,5.75368435140142,8,0.719210543925178,0.0392156862745098,3.61075565336672e-05,2.70206157412931,2.5,1258.93,6,147,153
438203,2322,5.23636636242604,8,0.654545795303254,0.0130718954248366,0.0112334769922697,2.54023068403326,2.8825,1000,2,151,153
438203,2321,5.17710841604186,8,0.647138552005233,0.0130718954248366,0.0132821971878371,2.48811663902113,3.25,1000,2,151,153
24776,5156,5.86007497936399,8,0.732509372420499,0.103448275862069,0.0030764088363513,3.40053798939195,10,25150,3,26,29
24776,5159,5.86007497936399,8,0.732509372420499,0.103448275862069,0.0030764088363513,3.40053798939195,10,25150,3,26,29
24580,3717,5.16902099055763,8,0.646127623819704,0.0508474576271186,0.000355861228738315,2.27794712205404,1,189.6475,6,112,118
1289996,9475,10.5354167963656,8,1.3169270995457,0.0333333333333333,6.9561656612817e-05,8.12081787914917,1.2e-05,1584.89,5,145,150
375242,3791,5.00115260915658,8,0.625144076144572,0.020979020979021,0.00177966263803582,2.13930128484319,11.5,1584.89,3,140,143
1583895,4233,5.42163891217539,8,0.677704864021924,0.181818181818182,0.0178092395307721,3.29492739667713,1.075,2120,2,9,11
109543,1432,6.24496575635079,8,0.780620719543849,0.09375,0.0181490624376962,3.95860731484178,0.11,1000,3,29,32
109543,5600,6.18697709845561,8,0.773372137306951,0.0625,0.0279973762488928,3.8372727025023,0.11,756.25,2,30,32
109543,6300,6.18697709845561,8,0.773372137306951,0.0625,0.0279973762488928,3.8372727025023,0.11,756.25,2,30,32
109543,5603,6.18697709845561,8,0.773372137306951,0.0625,0.0279973762488928,3.8372727025023,0.11,756.25,2,30,32
361203,1017,6.79036382653597,8,0.848795478316996,0.00413223140495868,0.000277623697237929,3.9402473057907,1.1475,10000,2,482,484
361203,1019,7.21937504606322,8,0.902421880757902,0.00619834710743802,1.10090137890433e-05,4.14874165128092,0.71,10000,3,481,484
1605880,2159,5.60362024954347,8,0.700452531192933,0.166666666666667,0.0195715889431497,3.46239799789896,1,2900,2,10,12
317507,983,5.01144294680119,8,0.626430368350149,0.00669642857142857,0.0015658027833021,2.09691001300806,6,750,3,445,448
317507,1017,5.4378478538259,8,0.679730981728238,0.00669642857142857,0.00151990251032573,2.57403126772772,2,750,3,445,448
361469,695,5.32915449400282,8,0.666144311750352,0.00558139534883721,0.000543118697576996,2.35902194264167,1.4,320,6,1069,1075
361469,2050,5.75278941899425,8,0.719098677374281,0.0027906976744186,0.00250099565369458,2.95988277679202,0.34,310,3,1072,1075
361469,4921,5.40596157063705,8,0.675745196329631,0.00744186046511628,5.12941239021379e-05,2.24604587166493,1.85,326,8,1067,1075
361469,7086,5.40596157063705,8,0.675745196329631,0.00744186046511628,5.12941239021379e-05,2.24604587166493,1.85,326,8,1067,1075
