"molregno","gene_id","tool_score","strength","selectivity","investigation_bias","wilcox_pval","IC50_diff","ontarget_IC50_Q1","offtarget_IC50_Q1","ontarget_IC50_N","offtarget_IC50_N","N_total"
201309,2147,5.05274604788322,8,0.631593255985403,0.2,0.0240534139442597,2.96057464892478,4.35,3972.5,2,8,10
359195,25,7.20494084745031,8,0.900617605931288,0.0368763557483731,2.24423505931643e-12,2.88640118914868,0.63,485,17,444,461
359195,3815,5.06345850589249,8,0.632932313236561,0.017353579175705,0.000601191602181247,2.10425413774845,3.225,410,8,453,461
359195,3932,5.05077625053617,8,0.631347031317021,0.00433839479392625,0.00784404720781146,2.27404650597839,2.075,390,2,459,461
603682,1017,6.06625000360342,8,0.758281250450427,0.0363636363636364,0.00408835841821081,3.45593195564972,3.5,10000,2,53,55
608601,2322,6.71479865325974,8,0.839349831657467,0.0155844155844156,1.8284504384649e-14,1.85331837026095,7.85,560,18,1137,1155
716337,25,6.46346082226301,8,0.807932602782877,0.0326086956521739,3.85749048891401e-12,2.08648048478912,29.5,3600,15,445,460
716337,3815,6.64722621377713,8,0.830903276722142,0.0173913043478261,5.41304648027402e-07,3.27699175479654,1.625,3075,8,452,460
716337,10733,6.3900098971561,8,0.798751237144513,0.0152173913043478,1.47399318684711e-07,2.86811240343637,4.2,3100,7,453,460
716337,3791,6.00224229671564,8,0.750280287089455,0.00434782608695652,0.00201442719813785,3.22639637736708,1.6625,2800,2,458,460
397520,2159,6.11824724480892,8,0.764780905601116,0.153846153846154,0.017146128786906,3.99139982823808,0.51,5000,2,11,13
632646,5734,6.04236934940072,8,0.75529616867509,0.166666666666667,0.0526401811681047,4.04192899313382,0.2575,2836,2,10,12
429350,2932,5.42267074721054,8,0.677833843401318,0.0296296296296296,0.000376155892567671,2.50446705340683,6.245,1995.26,4,131,135
429350,2931,5.03416830130493,8,0.629271037663116,0.0148148148148148,0.00913226622313096,2.29999949611698,10,1995.26,2,133,135
451337,1128,5.0339027571661,8,0.629237844645762,0.181818181818182,0.0562420105948749,2.95860731484177,11,10000,2,9,11
630975,5747,5.43896927909501,8,0.679871159886877,0.0245398773006135,0.000325268177595248,2.49490838617102,0.90775,283.71,4,159,163
367860,85443,6.36992402713167,8,0.796240503391458,0.00318809776833156,7.16627239505631e-05,3.34678748622466,4.5,10000,3,938,941
367860,3717,8.22620054141966,8,1.02827506767746,0.0478214665249734,1e-15,3.39794000867204,4,10000,45,896,941
367860,3718,8.80387294840005,8,1.10048411855001,0.0318809776833156,1e-15,4,1,10000,30,911,941
367860,3716,8.51078594788541,8,1.06384824348568,0.0414452709883103,1e-15,3.69897000433602,2,10000,39,902,941
367860,7297,7.66537133647758,8,0.958171417059697,0.0255047821466525,1e-15,2.70005709997723,19.95,10000,24,917,941
220184,2932,5.00795548062558,8,0.625994435078198,0.0408163265306122,0.000504145144238048,2.09691001300806,16,2000,4,94,98
220184,2931,5.09223522827663,8,0.636529403534578,0.0204081632653061,0.00935322665105391,2.38418141330053,8.2575,2000,2,96,98
430431,148,5.44878329919715,8,0.681097912399643,0.1875,0.0128843860257167,3.31439395722196,0.16,330,3,13,16
1430615,9451,5.54477335089072,8,0.69309666886134,0.111111111111111,0.00307065662293497,3.06864960389583,0.4,468.5,3,24,27
409318,5602,5.4840162984153,8,0.685502037301913,0.0224719101123595,0.00846153100829493,2.82242385611593,1.7,1129.465,2,87,89
469313,5581,5.87505012296117,8,0.734381265370146,0.00418410041841004,0.00116211652801002,3.0350336251689,9.225,10000,2,476,478
469313,10298,5.7680682716031,8,0.721008533950387,0.00418410041841004,0.0012472348453872,2.92081875395237,12,10000,2,476,478
469313,208,6.82613818524583,8,0.853267273155729,0.0104602510460251,2.72752654320281e-07,3.39794000867204,4,10000,5,473,478
469313,10000,6.36605504562982,8,0.795756880703727,0.00836820083682008,4.89904060231871e-06,3.1249387366083,7.5,10000,4,474,478
469313,57144,6.27615426554813,8,0.784519283193516,0.00836820083682008,1.02016504105717e-05,3.08751223866768,8.175,10000,4,474,478
469313,56924,5.8509499547228,8,0.73136874434035,0.00418410041841004,0.00120398733889783,3.01099538430146,9.75,10000,2,476,478
469313,5588,6.10341598893347,8,0.762926998616684,0.00418410041841004,0.000801143121963375,3.25963731050576,5.5,10000,2,476,478
469313,5583,6.51149608187975,8,0.813937010234969,0.00418410041841004,0.000500007546946098,3.67778070526608,2.1,10000,2,476,478
469313,5580,5.47193006870781,8,0.683991258588476,0.00418410041841004,0.00180540918951679,2.61978875828839,24,10000,2,476,478
469313,5613,6.1008633412253,8,0.762607917653162,0.00418410041841004,0.000791438701842213,3.25570701687732,5.55,10000,2,476,478
469313,207,7.8398923382381,8,0.979986542279762,0.0146443514644351,4.79667535034462e-10,4,1,10000,7,471,478
568339,2322,6.14496278745689,8,0.768120348432111,0.0162980209545984,3.68080630481842e-09,2.27516579158406,1.1675,220,14,845,859
568339,780,5.25906187929641,8,0.657382734912051,0.00232828870779977,0.00630526898302366,2.48337020399666,0.69,210,2,857,859
568339,25,6.61813392447482,8,0.827266740559353,0.0267753201396973,1.86612855850937e-13,1.97991493729335,2.7,257.7975,23,836,859
568339,3815,5.20105020379285,8,0.650131275474106,0.0174621653084983,4.11392916858506e-07,1.62641933718741,5.2,220,15,844,859
568339,1024,5.08815758750489,8,0.636019698438111,0.00349243306169965,0.00161132583232241,2.17609125905568,1.4,210,3,856,859
568339,7075,5.60012689687616,8,0.70001586210952,0.00232828870779977,0.00580053910025458,2.85982129683496,0.29,210,2,857,859
568339,6793,5.14035563968936,8,0.64254445496117,0.00232828870779977,0.00696197618055929,2.35843146738836,0.92,210,2,857,859
495433,3480,5.94986854471685,8,0.743733568089606,0.0612244897959184,0.000134607001480817,3.10308911218874,1.25,1584.89,6,92,98
1522473,2322,6.28487708901632,8,0.78560963612704,0.171428571428571,4.90378622396979e-06,3.52287874528034,3,10000,6,29,35
64500,2147,5.77691242958983,8,0.722114053698729,0.2,0.0209897637962817,3.76342799356294,5,29000,2,8,10
128560,10280,5.61956879144261,8,0.702446098930326,0.125,9.71347494487085e-05,2.89448981523003,12.75,10000,2,14,16
1763588,2915,5.10288953113019,8,0.637861191391274,0.105263157894737,0.000279679162423192,2.34587221827387,14.25,3160,2,17,19
520053,6790,6.19867904039952,8,0.77483488004994,0.0416666666666667,5.18076417032156e-06,3.04139268515822,1,1100,7,161,168
1147672,238,5.04658157367508,8,0.630822696709385,0.0555555555555556,0.00549791017183615,2.39211046501131,1.5,370,2,34,36
13048,3791,6.06689735791689,8,0.758362169739612,0.0279569892473118,3.45058772331082e-14,1.21670910996395,8.5,140,39,1356,1395
13048,5159,5.60680017425645,8,0.700850021782057,0.0121863799283154,0.00115814537572691,2.75696195131371,0.21,120,17,1378,1395
13048,2322,7.04167265769824,8,0.880209082212279,0.0172043010752688,1.53742383907161e-14,2.21085336531489,0.8,130,24,1371,1395
13048,9263,5.13127654202618,8,0.641409567753273,0.003584229390681,0.000301101029542411,2.07918124604762,1,120,5,1390,1395
13048,3815,7.27624348883389,8,0.909530436104236,0.017921146953405,3.39641939488527e-14,2.54574162823984,0.37,130,25,1370,1395
13048,5156,5.05739703565562,8,0.632174629456953,0.0021505376344086,0.0017326529377249,2.14376559386778,0.79,110,3,1392,1395
83217,2322,6.19834847440123,8,0.774793559300154,0.0150862068965517,9.9820526172405e-10,2.21824462534753,60.5,10000,7,457,464
83217,5579,5.5229650046103,8,0.690370625576287,0.00431034482758621,0.000304130799103024,2.52287874528034,30,10000,2,462,464
349245,1803,5.38202370706034,8,0.672752963382543,0.181818181818182,0.0178092395307721,3.2503602909227,22.475,40000,2,9,11
1836998,2915,5.15347162120705,8,0.644183952650882,0.105263157894737,0.000279679162423192,2.40277706961035,12.5,3160,2,17,19
353484,5599,5.64303708014085,8,0.705379635017607,0.0254777070063694,0.000398163760904651,2.744862182165,4.52,2511.89,4,153,157
518494,6532,5.463546395788,8,0.682943299473501,0.2,0.0223403235692976,3.41630758705988,1.125,2934,2,8,10
243180,6868,5.3076959906811,8,0.663461998835137,0.142857142857143,0.000212281229796172,2.66511173707505,0.56,259,5,30,35
350051,5599,5.78385141901241,8,0.722981427376551,0.0128755364806867,0.00152189092240354,2.98193616115422,2.08,1995.26,3,230,233
714071,3350,5.79378930562168,8,0.72422366320271,0.0740740740740741,0.000409130205155923,3.0626074997785,0.86575,1000,2,25,27
1993081,5340,5.19409931110297,8,0.649262413887872,0.0833333333333333,0.0120687064420159,2.70969386972779,1,512.5,2,22,24
352922,2159,5.74911317772154,8,0.718639147215193,0.153846153846154,0.0183159350083492,3.58185660523968,1.1,4200,2,11,13
1625919,5753,6.14651885078885,8,0.768314856348606,0.0526315789473684,0.00136837493096743,3.49996946581613,3.1625,10000,2,36,38
447415,4233,6.87671887545584,8,0.85958985943198,0.0148936170212766,1.85680096493635e-07,3.43474265657979,0.735,2000,7,463,470
597403,8654,6.38719911947446,8,0.798399889934307,0.133333333333333,0.00118033409681685,4,0.2,2000,2,13,15
1948509,4914,5.59223282907984,8,0.69902910363498,0.0882352941176471,0.00583288308928936,3.10914446942507,3.5,4500,3,31,34
