"symbol","tax_id","gene_id"
"CACNA1D",9606,776
"CACNA1D",9606,776
"CACNA1E",9606,777
"CACNA1E",9606,777
"Cacna1f",10090,54652
"CACNA1F",9606,778
"CACNA1F",9606,778
"CACNA1G",9606,8913
"CACNA1G",9606,8913
"CACNA1G",9606,8913
"Cacna1h",10090,58226
"Cacna1h",10116,114862
"CACNA1H",9606,8912
"CACNA1H",9606,8912
"CACNA1H",9606,8912
"CACNA1I",9606,8911
"CACNA1I",9606,8911
"CACNA1I",9606,8911
"Cacna1s",10116,682930
"Cacna1s",10116,682930
"CACNA1S",9606,779
"CACNA1S",9606,779
"CACNA1S",9606,779
"CACNA1S",9986,100009585
"Cacna2d1",10090,12293
"Cacna2d1",10116,25399
"Cacna2d1",10116,25399
"CACNA2D1",9606,781
"CACNA2D1",9606,781
"CACNA2D1",9823,397377
"CACNA2D2",9606,9254
"CACNA2D2",9606,9254
"CACNA2D3",9606,55799
"CACNA2D4",9606,93589
"CACNB1",9606,782
"CACNB2",9606,783
"CACNB2",9606,783
"CACNB2",9986,100009277
"Cacnb3",10116,25297
"Cacnb3",10116,25297
"CACNB3",9606,784
"CACNB4",9606,785
"CACNG1",9606,786
"CACNG2",9606,10369
"CACNG3",9606,10368
"CACNG4",9606,27092
"CACNG5",9606,27091
"CACNG6",9606,59285
"CACNG6",9606,59285
"CACNG7",9606,59284
"CACNG8",9606,59283
"Cad",10090,69719
"CAD",9606,790
"CAH1",7227,34786
"CAH2",7227,39390
"CAK1",559292,850515
"Calca",10116,24241
"CALCA",9606,796
"Calcr",10116,116506
"CALCR",9606,799
"CALCR",9606,799
"CALCR",9606,799
"CALCR",9606,799
"Calcrl",10090,54598
"Calcrl",10116,25029
"Calcrl",10116,25029
"CALCRL",9606,10203
"CALCRL",9606,10203
"CALCRL",9606,10203
"CALCRL",9606,10203
"CALM",9913,326597
"Calm3",10090,12315
"CALM3",9606,808
"CAMK1",9606,8536
"CAMK1D",9606,57118
"CAMK1G",9606,57172
"Camk2a",10116,25400
"Camk2a",10116,25400
"CAMK2A",9606,815
"CAMK2A",9606,815
"Camk2b",10116,24245
"Camk2b",10116,24245
"CAMK2B",9606,816
"CAMK2B",9606,816
"Camk2d",10116,24246
"CAMK2D",9606,817
"CAMK2D",9606,817
"Camk2g",10116,171140
"CAMK2G",9606,818
"CAMK2G",9606,818
"CAMK4",9606,814
"CAMKK1",9606,84254
"Camkk2",10116,83506
"CAMKK2",9606,10645
"CANX",9606,821
"Capn1",10116,29153
"CAPN1",9606,823
"CAPN1",9606,823
"CAPN1",9606,823
"CAPN1",9823,397027
"Capn10",10116,63834
"CAPN2",9606,824
"CAPN2",9606,824
"CAPN2",9823,397393
"CAPN2",9913,281662
"CAPNS1",9606,826
"CAPNS1",9823,397587
"Car13",10090,71934
"Car15",10090,80733
"Car2",10090,12349
"Car7",10090,12354
"Carm1",10090,59035
"CARM1",9606,10498
"CAS1",3702,815275
"CASK",9606,8573
"Casp1",10090,12362
"CASP1",9606,834
"CASP10",9606,843
"CASP14",9606,23581
"CASP2",9606,835
"Casp3",10090,12367
"Casp3",10116,25402
"CASP3",9606,836
"Casp4",10090,12363
"CASP4",9606,837
"CASP5",9606,838
"CASP6",9606,839
"CASP7",9606,840
"CASP8",9606,841
"CASP9",9606,842
"Casr",10116,24247
"CASR",9606,846
"CASR",9913,281038
"Cat",10116,24248
"CAT",9606,847
"CAT",9913,531682
"CBFB",9606,865
"CBFB",9606,865
"CBR1",9606,873
"CBR3",9606,874
"CBS",9606,875
"CBX1",9606,10951
"CBX4",9606,8535
"CBX7",9606,23492
"CBX8",9606,57332
"CCK",9606,885
"Cckar",10090,12425
"Cckar",10090,12425
"Cckar",10116,24889
"Cckar",10116,24889
"CCKAR",9606,886
"CCKAR",9606,886
"Cckbr",10090,12426
"Cckbr",10090,12426
"Cckbr",10116,25706
"Cckbr",10116,25706
"CCKBR",9606,887
"CCKBR",9606,887
"CCKBR",9615,485333
"CCKBR",9913,281665
"CCL11",9606,6356
"CCL2",9606,6347
"CCL5",9606,6352
"CCL7",9606,6354
"CCNA1",9606,8900
"CCNA1",9606,8900
"CCNA2",9606,890
"CCNA2",9606,890
"CCNA2",9606,890
"CCNA2",9606,890
"Ccnb1",10116,25203
"CCNB1",9606,891
"CCNB1",9606,891
"CCNB1",9606,891
"CCNB2",9606,9133
"CCNB3",9606,85417
"CCNC",9606,892
"CCND1",9606,595
"CCND1",9606,595
"CCND1",9606,595
"CCND1",9606,595
"CCND2",9606,894
"CCND2",9606,894
"CCND2",9606,894
"CCND3",9606,896
"CCND3",9606,896
"CCND3",9606,896
"CCND3",9606,896
"CCNE1",9606,898
"CCNE1",9606,898
"CCNE1",9606,898
"CCNE1",9606,898
"CCNE1",9606,898
"CCNE1",9606,898
"CCNE2",9606,9134
"CCNE2",9606,9134
"CCNH",9606,902
"CCNH",9606,902
"CCNK",9606,8812
"CCNT1",9606,904
"CCNT1",9606,904
"Ccr1",10090,12768
"Ccr1",10116,57301
"CCR1",9606,1230
"CCR1",9615,484791
"CCR1",9986,100328940
"CCR10",9606,2826
"Ccr2",10090,12772
"Ccr2",10116,60463
"CCR2",9606,729230
"Ccr3",10090,12771
"Ccr3",10116,117027
"CCR3",9541,102138209
"CCR3",9544,713368
"CCR3",9606,1232
"Ccr4",10090,12773
"CCR4",9606,1233
"Ccr5",10090,12774
"Ccr5",10116,117029
"CCR5",9541,102139456
"CCR5",9544,735311
"CCR5",9606,1234
"CCR5",9606,1234
"CCR5",9986,100101579
"CCR6",9606,1235
"CCR6",9606,1235
"CCR7",9606,1236
"Ccr8",10090,12776
"CCR8",9606,1237
"CCR9",9606,10803
"CCRL2",9606,9034
"CCT2",9541,101926418
"Cd14",10090,12475
"Cd14",10090,12475
"CD14",9606,929
"CD19",9606,930
"CD1D",9606,912
"CD2",9606,914
"CD207",9606,50489
"CD209",9606,30835
"Cd22",10090,12483
"CD22",9606,933
"CD274",9606,29126
"CD28",9606,940
"CD33",9606,945
"Cd36",10090,12491
"Cd36",10116,29184
"CD36",9606,948
"Cd38",10090,12494
"CD38",9606,952
"CD3D",9606,915
"CD3E",9606,916
"CD3E",9606,916
"CD3G",9606,917
"CD4",9606,920
"CD40",9606,958
"CD40LG",9606,959
"Cd44",10090,12505
"CD44",9606,960
"CD52",9606,1043
"CD58",9606,965
"CD74",9606,972
"CD74",9606,972
"CD80",9606,941
"CD81",9606,975
"CD86",9606,942
"Cda",10090,72269
"CDA",9606,978
"CDC14A",9606,8556
"CDC25A",9606,993
"Cdc25b",10090,12531
"CDC25B",9606,994
"CDC25C",9606,995
"CDC28",559292,852457
"CDC37",9606,11140
"CDC42",9606,998
"CDC42BPA",9606,8476
"CDC42BPB",9606,9578
"CDC42BPG",9606,55561
"CDC45",9606,8318
"CDC6",9606,990
"CDC60",559292,855943
"CDC7",9606,8317
"CDC7",9606,8317
"Cdh11",10090,12552
"CDH2",9606,1000
"Cdipt",10090,52858
"Cdk1",10090,12534
"CDK1",9606,983
"CDK1",9606,983
"CDK1",9606,983
"CDK1",9606,983
"CDK1",9606,983
"CDK1",9606,983
"CDK10",9606,8558
"CDK10",9606,8558
"CDK11A",9606,728642
"CDK11B",9606,984
"CDK11B",9606,984
"CDK12",9606,51755
"CDK13",9606,8621
"CDK13",9606,8621
"CDK14",9606,5218
"CDK14",9606,5218
"CDK15",9606,65061
"CDK15",9606,65061
"CDK16",9606,5127
"CDK16",9606,5127
"CDK17",9606,5128
"CDK17",9606,5128
"CDK18",9606,5129
"CDK18",9606,5129
"CDK19",9606,23097
"CDK19",9606,23097
"CDK2",9606,1017
"CDK2",9606,1017
"CDK2",9606,1017
"CDK2",9606,1017
"CDK2",9606,1017
"CDK2",9606,1017
"CDK2",9606,1017
"CDK2",9606,1017
"CDK2",9606,1017
"CDK20",9606,23552
"CDK2AP1",9606,8099
"Cdk2ap1-ps1",10116,406158
"CDK2AP2",9606,10263
"CDK3",9606,1018
"CDK3",9606,1018
"CDK3",9606,1018
"CDK3",9606,1018
"Cdk4",10090,12567
"CDK4",9606,1019
"CDK4",9606,1019
"CDK4",9606,1019
"CDK4",9606,1019
"CDK4",9606,1019
"CDK4",9606,1019
"CDK4",9606,1019
"CDK4",9606,1019
"CDK4",9986,100009039
"Cdk5",10116,140908
"CDK5",9606,1020
"CDK5",9606,1020
"CDK5",9606,1020
"CDK5R1",9606,8851
"CDK5R1",9606,8851
"CDK6",9606,1021
"CDK6",9606,1021
"CDK6",9606,1021
"CDK6",9606,1021
"CDK6",9606,1021
"Cdk7",10090,12572
"CDK7",9606,1022
"CDK7",9606,1022
"CDK7",9606,1022
"CDK7",9606,1022
"CDK8",9606,1024
"CDK8",9606,1024
"CDK8",9606,1024
"CDK9",9606,1025
"CDK9",9606,1025
"CDK9",9606,1025
"CDK9",9606,1025
"CDKL1",9606,8814
"CDKL2",9606,8999
"CDKL3",9606,51265
"CDKL5",9606,6792
"CDKN1A",9606,1026
"CDKN1A",9606,1026
"CDKN3",9606,1033
"CDKN3",9606,1033
"CDKN3",9606,1033
"CDKN3",9606,1033
"CDPK",4565,543102
"CDPK1",36329,812762
"CDR2",237561,3635265
"Cebpa",10090,12606
"CECR2",9606,27443
"ced-3",6239,178272
"CEL",9606,1056
"CEL",9913,280748
"CELA1",9606,1990
"CELA1",9823,396766
"CELA1",9823,396766
"Cela2a",10116,24332
"CELA2A",9823,397197
"CELA2A",9823,397197
"CENPE",9606,1062
"CERK",9606,64781
"CES1",9606,1066
"Ces1d",10090,104158
"Ces1e",10116,29225
"CES2",9606,8824
"Ces2c",10090,234671
"CETP",9606,1071
"CETP",9986,100327267
"CFB",9606,629
"CFD",9606,1675
"CFH",9606,3075
"cfiA",817,14014258
"CFL1",9606,1072
"CFLAR",9606,8837
"Cftr",10116,24255
"CFTR",9606,1080
"CGA",9606,1081
"Chat",10090,12647
"Chat",10116,290567
"CHAT",9031,395314
"CHAT",9606,1103
"CHEK1",9606,1111
"CHEK2",9606,11200
"CHIA",9606,27159
"Chia1",10090,81600
"Chil3",10090,12655
"CHIT1",9606,1118
"CHKA",9606,1119
"CHKB",9606,1120
"CHN2",9606,1124
"Chrm1",10090,12669
"Chrm1",10090,12669
"Chrm1",10116,25229
"Chrm1",10116,25229
"Chrm1",10116,25229
"CHRM1",9544,574362
"CHRM1",9606,1128
"CHRM1",9606,1128
"CHRM1",9606,1128
"CHRM1",9606,1128
"CHRM1",9606,1128
"CHRM1",9986,100346573
"Chrm2",10090,243764
"Chrm2",10090,243764
"Chrm2",10116,81645
"Chrm2",10116,81645
"Chrm2",10116,81645
"Chrm2",10116,81645
"CHRM2",9606,1129
"CHRM2",9606,1129
"CHRM2",9606,1129
"CHRM2",9606,1129
"CHRM2",9606,1129
"CHRM2",9606,1129
"CHRM2",9823,397498
"Chrm3",10090,12671
"Chrm3",10090,12671
"Chrm3",10116,24260
"Chrm3",10116,24260
"Chrm3",10116,24260
"CHRM3",9606,1131
"CHRM3",9606,1131
"CHRM3",9606,1131
"CHRM3",9606,1131
"Chrm4",10090,12672
"Chrm4",10090,12672
"Chrm4",10116,25111
"Chrm4",10116,25111
"CHRM4",9606,1132
"CHRM4",9606,1132
"CHRM4",9606,1132
"Chrm5",10090,213788
"Chrm5",10116,53949
"Chrm5",10116,53949
"CHRM5",9606,1133
"CHRM5",9606,1133
"CHRM5",9606,1133
"CHRM5",9606,1133
"Chrna1",10090,11435
"Chrna1",10090,11435
"CHRNA1",9606,1134
"CHRNA1",9606,1134
"CHRNA1",9606,1134
"CHRNA1",9606,1134
"CHRNA1",9606,1134
"Chrna10",10116,64574
"Chrna10",10116,64574
"Chrna10",10116,64574
"CHRNA10",9606,57053
"Chrna2",10090,110902
"Chrna2",10116,170945
"Chrna2",10116,170945
"Chrna2",10116,170945
"Chrna2",10116,170945
"CHRNA2",9606,1135
"CHRNA2",9606,1135
"Chrna3",10090,110834
"Chrna3",10116,25101
"Chrna3",10116,25101
"Chrna3",10116,25101
"Chrna3",10116,25101
"Chrna3",10116,25101
"Chrna3",10116,25101
"CHRNA3",9606,1136
"CHRNA3",9606,1136
"CHRNA3",9606,1136
"CHRNA3",9606,1136
"CHRNA3",9606,1136
"CHRNA3",9606,1136
"CHRNA3",9606,1136
"CHRNA3",9606,1136
"CHRNA3",9606,1136
"CHRNA3",9913,282702
"CHRNA3",9913,282702
"Chrna4",10090,11438
"Chrna4",10090,11438
"Chrna4",10116,25590
"Chrna4",10116,25590
"Chrna4",10116,25590
"Chrna4",10116,25590
"CHRNA4",9031,395606
"CHRNA4",9606,1137
"CHRNA4",9606,1137
"CHRNA4",9606,1137
"CHRNA4",9606,1137
"Chrna5",10090,110835
"Chrna5",10116,25102
"CHRNA5",9606,1138
"CHRNA5",9606,1138
"CHRNA5",9606,1138
"CHRNA5",9606,1138
"Chrna6",10090,11440
"Chrna6",10090,11440
"Chrna6",10116,81721
"Chrna6",10116,81721
"Chrna6",10116,81721
"Chrna6",10116,81721
"CHRNA6",9606,8973
"CHRNA6",9606,8973
"CHRNA6",9606,8973
"Chrna7",10090,11441
"Chrna7",10090,11441
"Chrna7",10116,25302
"Chrna7",10116,25302
"CHRNA7",9544,574230
"CHRNA7",9606,1139
"CHRNA7",9913,282178
"CHRNA7",9913,282178
"Chrna9",10116,65024
"Chrna9",10116,65024
"Chrna9",10116,65024
"CHRNA9",9606,55584
"CHRNA9",9606,55584
"Chrnb1",10090,11443
"Chrnb1",10090,11443
"CHRNB1",9606,1140
"CHRNB1",9606,1140
"CHRNB1",9606,1140
"Chrnb2",10090,11444
"Chrnb2",10090,11444
"Chrnb2",10116,54239
"Chrnb2",10116,54239
"Chrnb2",10116,54239
"Chrnb2",10116,54239
"CHRNB2",9606,1141
"CHRNB2",9606,1141
"CHRNB2",9606,1141
"CHRNB2",9606,1141
"CHRNB2",9606,1141
"CHRNB2",9606,1141
"CHRNB2",9606,1141
"CHRNB2",9606,1141
"CHRNB2",9606,1141
"CHRNB2",9606,1141
"CHRNB2",9606,1141
"Chrnb3",10090,108043
"Chrnb3",10116,171131
"Chrnb3",10116,171131
"Chrnb3",10116,171131
"CHRNB3",9606,1142
"CHRNB3",9606,1142
"Chrnb4",10090,108015
"Chrnb4",10090,108015
"Chrnb4",10116,25103
"Chrnb4",10116,25103
"Chrnb4",10116,25103
"Chrnb4",10116,25103
"Chrnb4",10116,25103
"Chrnb4",10116,25103
"CHRNB4",9606,1143
"CHRNB4",9606,1143
"CHRNB4",9606,1143
"CHRNB4",9606,1143
"CHRNB4",9606,1143
"CHRNB4",9606,1143
"CHRNB4",9606,1143
"CHRNB4",9606,1143
"CHRNB4",9913,282181
"Chrnd",10090,11447
"Chrnd",10090,11447
"CHRND",9606,1144
"CHRND",9606,1144
"CHRND",9606,1144
"Chrne",10090,11448
"Chrne",10116,29422
"CHRNE",9606,1145
"CHRNE",9606,1145
"Chrng",10090,11449
"CHRNG",9606,1146
"CHRNG",9606,1146
"chs-1",367110,3877520
"CHS1",559292,855529
"CHS3",559292,852311
"CHST4",9606,10164
"Chuk",10090,12675
"CHUK",9606,1147
"CHUK",9606,1147
"CISD1",9606,55847
"CIT",9606,11113
"CIT2",559292,850361
"cka1",284812,2541972
"Ckb",10116,24264
"CKB",9606,1152
"CKLF",9606,51192
"Ckm",10116,24265
"CKM",9606,1158
"CKM",9986,100009056
"CKX2",3702,816469
"clc-3",6239,180625
"Clcf1",10090,56708
"Clcn1",10116,25688
"CLCN2",9606,1181
"CLCN3",9606,1182
"Clcn6",10090,26372
"CLEC4C",9606,170482
"CLEC4M",9606,10332
"CLEC6A",9606,93978
"Clec7a",10090,56644
"CLEC7A",9606,64581
"clh-3",6239,174187
"Clk1",10090,12747
"CLK1",9606,1195
"Clk2",10090,12748
"CLK2",9606,1196
"Clk3",10090,102414
"CLK3",9606,1198
"Clk4",10090,12750
"CLK4",9606,57396
"clpP",224308,938625
"clpP",93061,3919354
"CLTC",9606,1213
"Cma1",10116,25627
"CMA1",9606,1215
"CMD1",559292,852406
"CMKLR1",9606,1240
"CMPK1",9606,51727
"CNGA1",9913,281700
"CNOT6",9606,57472
"CNOT7",9606,29883
"Cnr1",10090,12801
"Cnr1",10090,12801
"Cnr1",10116,25248
"Cnr1",10116,25248
"CNR1",9606,1268
"CNR1",9606,1268
"CNR1",9606,1268
"Cnr2",10090,12802
"Cnr2",10090,12802
"Cnr2",10116,57302
"Cnr2",10116,57302
"CNR2",9606,1269
"CNR2",9606,1269
"COL11A1",9606,1301
"Col11a2",10116,294279
"COL11A2",9606,1302
"COL15A1",9606,1306
"COL18A1",9606,80781
"COL1A1",9606,1277
"COL1A2",9606,1278
"COL1A2",9606,1278
"COL24A1",9606,255631
"COL27A1",9606,85301
"COL28A1",9606,340267
"COL2A1",9606,1280
"COL3A1",9606,1281
"COL4A1",9606,1282
"COL4A2",9606,1284
"COL4A3",9606,1285
"COL4A3BP",9606,10087
"COL4A4",9606,1286
"COL4A5",9606,1287
"COL4A6",9606,1288
"COL5A1",9606,1289
"COL5A2",9606,1290
"COL5A3",9606,50509
"COL6A1",9606,1291
"COL6A2",9606,1292
"COL6A3",9606,1293
"COL6A5",9606,256076
"COL6A6",9606,131873
"Comt",10090,12846
"Comt",10116,24267
"COMT",9606,1312
"COMT",9823,100155530
"COPS7B",9606,64708
"COX1",9606,4512
"COX1",9606,4512
"COX1",9615,804478
"COX1",9913,3283879
"COX1",9913,3283879
"COX1",9940,808251
"COX1",9940,808251
"COX1",9986,808231
"COX2",9606,4513
"COX2",9606,4513
"COX2",9913,3283880
"COX2",9913,3283880
"COX2",9940,808252
"COX2",9940,808252
"COX2",9986,808233
"CPA1",9606,1357
"CPA1",9913,286762
"CPA3",9606,1359
"CPB1",9606,1360
"CPB1",9823,397341
"CPB2",9606,1361
"cpg2",208964,882782
"CPM",9606,1368
"CPN1",9606,1369
"CPOX",9606,1371
"CPS1",9606,1373
"Cpt1a",10116,25757
"CPT1A",9606,1374
"Cpt1b",10116,25756
"CPT1B",9606,1375
"Cpt2",10116,25413
"CPT2",9606,1376
"Crabp1",10090,12903
"CRABP1",9031,374211
"CRABP1",9606,1381
"Crabp2",10090,12904
"Crabp2",10116,29563
"CRABP2",9606,1382
"CRACR2A",9606,84766
"CRAT",9606,1384
"CREB1",9606,1385
"CREBBP",9606,1387
"CREBBP",9606,1387
"CRHBP",9606,1393
"Crhr1",10090,12921
"Crhr1",10116,58959
"Crhr1",10116,58959
"CRHR1",9606,1394
"Crhr2",10090,12922
"Crhr2",10116,64680
"Crhr2",10116,64680
"CRHR2",9606,1395
"CRHR2",9823,100240719
"CRK",9606,1398
"CROT",9606,54677
"CRYAB",9606,1410
"Cryz",10090,12972
"CRYZ",9606,1429
"Cs",10090,12974
"CS",9913,280682
"Csf1",10090,12977
"Csf1r",10090,12978
"CSF1R",9606,1436
"CSF2RA",9606,1438
"CSF2RB",9606,1439
"CSF3R",9606,1441
"CSGALNACT1",9606,55790
"Csk",10116,315707
"CSK",9606,1445
"Csn2",10116,29173
"CSN2",9913,281099
"CSN3",9606,1448
"Csnk1a1",10090,93687
"CSNK1A1",9606,1452
"CSNK1A1",9606,1452
"CSNK1A1",9606,1452
"CSNK1A1",9823,100514516
"CSNK1A1",9913,282684
"CSNK1A1L",9606,122011
"Csnk1d",10090,104318
"Csnk1d",10116,64462
"CSNK1D",9606,1453
"CSNK1D",9606,1453
"CSNK1D",9606,1453
"CSNK1D",9823,100625051
"CSNK1E",9606,1454
"CSNK1E",9606,1454
"CSNK1E",9606,1454
"CSNK1G1",9606,53944
"CSNK1G1",9606,53944
"CSNK1G2",9606,1455
"CSNK1G2",9606,1455
"CSNK1G2-AS1",9606,255193
"CSNK1G3",9606,1456
"Csnk2a1",10090,12995
"CSNK2A1",9606,1457
"CSNK2A1",9606,1457
"CSNK2A1",9606,1457
"Csnk2a2",10090,13000
"CSNK2A2",9606,1459
"CSNK2A2",9606,1459
"Csnk2b",10090,13001
"CSNK2B",9606,1460
"CSNK2B",9606,1460
"CSNK2B",9606,1460
"CSR1",3702,824015
"CTDSP1",9606,58190
"CTLA4",9606,1493
"CTNNB1",9606,1499
"CTNNB1",9606,1499
"CTNNB1",9606,1499
"CTRB1",9606,1504
"CTRC",9606,11330
"CTRL",9606,1506
"CTS1",559292,850992
"Ctsa",10090,19025
"CTSA",9606,5476
"Ctsb",10090,13030
"Ctsb",10116,64529
"CTSB",9606,1508
"CTSB",9606,1508
"CTSB",9913,281105
"Ctsc",10090,13032
"CTSC",9606,1075
"CTSC",9913,352958
"CTSD",9606,1509
"CTSD",9913,282883
"Ctse",10090,13034
"CTSE",9606,1510
"CTSF",9606,8722
"Ctsg",10090,13035
"CTSG",9606,1511
"Ctsh",10090,13036
"CTSH",9606,1512
"CTSH",9606,1512
"Ctsk",10090,13038
"Ctsk",10116,29175
"CTSK",9606,1513
"CTSK",9606,1513
"CTSK",9606,1513
"CTSK",9606,1513
"CTSK",9606,1513
"CTSK",9606,1513
"CTSK",9615,608843
"CTSK",9986,100009334
"Ctsl",10090,13039
"Ctsl",10116,25697
"CTSL",9606,1514
"CTSL",9606,1514
"CTSL",9913,515200
"Ctss",10090,13040
"Ctss",10116,50654
"CTSS",9606,1520
"CTSS",9606,1520
"CTSV",9606,1515
"CTSV",9606,1515
"CTSZ",9606,1522
"ctx-m-15",573,18261918
"ctx-m-15",573,11933515
"cwp84",272563,4915160
"Cx3cr1",10116,171056
"CX3CR1",9606,1524
"CXCL12",9606,6387
"CXCL2",9606,2920
"CXCL8",9606,3576
"CXCR1",9606,3577
"CXCR1",9606,3577
"CXCR2",9606,3579
"CXCR2",9606,3579
"CXCR2",9986,100328627
"Cxcr3",10090,12766
"Cxcr3",10116,84475
"CXCR3",9544,699438
"CXCR3",9606,2833
"CXCR3",9615,491952
"Cxcr4",10090,12767
"Cxcr4",10116,60628
"CXCR4",9544,707329
"CXCR4",9606,7852
"CXCR5",9606,643
"CXCR6",9606,10663
"CXE12",3702,824030
"CYB5A",9606,1528
"CYB5R3",9606,1727
"CYBA",9913,281111
"CYBB",9606,1536
"CYCS",9913,510767
"Cyp11a1",10116,29680
"CYP11A1",9606,1583
"CYP11A1",9913,338048
"Cyp11b1",10116,500892
"CYP11B1",9606,1584
"CYP11B1",9913,282422
"Cyp11b2",10090,13072
"Cyp11b2",10116,24294
"CYP11B2",9606,1585
"Cyp17a1",10116,25146
"CYP17A1",9606,1586
"Cyp19a1",10116,25147
"CYP19A1",9606,1588
"Cyp1a1",10090,13076
"Cyp1a1",10116,24296
"CYP1A1",9606,1543
"CYP1A1",9606,1543
"Cyp1a2",10090,13077
"Cyp1a2",10116,24297
"CYP1A2",9606,1544
"CYP1A2",9606,1544
"CYP1B1",9606,1545
"CYP21A2",9606,1589
"Cyp24a1",10116,25279
"CYP24A1",9606,1591
"CYP26A1",9606,1592
"CYP27A1",9606,1593
"Cyp27b1",10090,13115
"CYP27B1",9606,1594
"Cyp2a1",10116,24894
"CYP2A13",9606,1553
"Cyp2a2",10116,24895
"Cyp2a5",10090,13087
"CYP2A6",9606,1548
"Cyp2b1",10116,24300
"Cyp2b10",10090,13088
"CYP2B4",9986,100327257
"CYP2B6",9606,1555
"Cyp2c11",10116,29277
"Cyp2c13",10116,171521
"CYP2C18",9606,1562
"CYP2C19",9606,1557
"Cyp2c23",10116,83790
"CYP2C5",9986,100328549
"CYP2C8",9606,1558
"CYP2C9",9606,1559
"Cyp2d1",10116,266684
"CYP2D15",9615,415120
"Cyp2d2",10116,25053
"Cyp2d3",10116,24303
"Cyp2d4",10116,171522
"CYP2D6",9606,1565
"CYP2D7",9606,1564
"Cyp2e1",10116,25086
"CYP2E1",9606,1571
"CYP2J2",9606,1573
"CYP2W1",9606,54905
"Cyp3a11",10090,13112
"CYP3A12",9615,415129
"Cyp3a13",10090,13113
"Cyp3a16",10090,13114
"Cyp3a2",10116,266682
"Cyp3a25",10090,56388
"CYP3A4",9606,1576
"CYP3A4",9606,1576
"CYP3A4",9606,1576
"Cyp3a41b",10090,100041375
"CYP3A43",9606,64816
"CYP3A43",9606,64816
"CYP3A5",9606,1577
"CYP3A5",9606,1577
"CYP3A5",9606,1577
"CYP3A6",9986,100328954
"CYP3A7",9606,1551
"CYP3A7",9606,1551
"Cyp3a9",10116,171352
"CYP4A11",9606,1579
"Cyp4f1",10116,56266
"CYP4F12",9606,66002
"CYP4F2",9606,8529
"CYP4F3",9606,4051
"Cyp4f4",10116,286904
"Cyp4f5",10116,286905
"Cyp4f6",10116,266689
"CYP4X1",9606,260293
"Cyp51",10116,25427
"CYP51A1",9606,1595
"CYP707A3",3702,834570
"Cyp7a1",10090,13122
"Cyp7a1",10116,25428
"cysK",71421,950077
"Cysltr1",10116,114099
"CYSLTR1",9606,10800
"CYSLTR1",9606,10800
"Cysltr2",10141,100379529
"CYSLTR2",9606,57105
"CYSLTR2",9606,57105
"CYTB",5833,2655541
"CYTB",9823,808513
"CYTH2",9606,9266
"Cyth3",10116,116693
"CYTH3",9606,9265
"daao-1",6239,3565775
"dacA",224308,940000
"Dagla",10090,269060
"DAGLA",9606,747
"Daglb",10090,231871
"DAGLB",9606,221955
"Dao",10090,13142
"Dao",10116,114027
"DAO",9606,1610
"DAO",9823,397134
"DAP",9606,1611
"dapA",224308,939657
"dapE",71421,950999
"DAPK1",9606,1612
"DAPK2",9606,23604
"DAPK3",9606,1613
"DBF4",9606,10926
"DBF4",9606,10926
"Dbh",10116,25699
"DBH",9606,1621
"DBH",9913,280758
"Dbp",10116,24309
"Dck",10090,13178
"Dck",10116,79127
"DCK",9606,1633
"DCLK1",9606,9201
"DCLK2",9606,166614
"DCLK3",9606,85443
"DCPS",9606,28960
"DCTD",9606,1635
"Dctn1",10090,13191
"DCXR",9606,51181
"Ddah1",10116,64157
"DDAH1",9606,23576
"DDAH1",9913,537391
"Ddc",10090,13195
"DDC",9606,1644
"DDC",9823,396857
"DDH2",9606,102775567
"Ddhd1",10090,114874
"Ddhd2",10090,72108
"Ddit3",10090,13198
"DDIT3",9606,1649
"Ddo",10090,70503
"Ddo",10116,685325
"DDO",9606,8528
"DDO",9913,280763
"ddo-1",6239,183530
"ddo-2",6239,179130
"ddo-3",6239,184746
"DDOST",9606,1650
"DDR1",9606,780
"DDR2",9606,4921
"DDX1",9606,1653
"DDX3X",9606,1654
"def",208964,879306
"def",562,3829298
"DEGS1",9606,8560
"DFR1",559292,854411
"Dgat1",10090,13350
"Dgat1",10116,84497
"DGAT1",9606,8694
"DGAT1",9606,8694
"DGAT1",9615,482093
"Dgat2",10090,67800
"DGAT2",9606,84649
"Dgk",7227,35738
"DGKD",9606,8527
"DGKE",9606,8526
"DGKG",9606,1608
"DGUOK",9606,1716
"DHCR24",9606,1718
"Dhcr7",10116,64191
"DHCR7",9606,1717
"DHCR7",9606,1717
"Dhfr",10090,13361
"Dhfr",10116,24312
"DHFR",9031,427317
"DHFR",9606,1719
"DHFR",9913,508809
"dhfrI",562,1238688
"Dhodh",10090,56749
"Dhodh",10116,65156
"DHODH",9606,1723
"Dhps",10116,288923
"DHPS",9606,1725
"Dhrs9",10116,170635
"DHRS9",9606,10170
"DHX36",9606,170506
"DICER1",9606,23405
"DIO1",9606,1733
"DIO1",9606,1733
"DIO2",9606,1734
"DIO3",9606,1735
"DIO3",9606,1735
"DKK1",9606,22943
"Dld",10090,13382
"DLD",9823,397129
"Dlg4",10090,13385
"DLG4",9606,1742
"DLK1",9606,8788
"Dlst",10090,78920
"DMPK",9606,1760
"dnaB",208964,879625
"dnaE",224308,936593
"DNAJA1",9606,3301
"DNApol-alpha180",7227,42553
"DNApol-delta",7227,39746
"DNApol-epsilon255",7227,42758
"DNASE1",9606,1773
"DNASE1",9913,282217
